id	Protein IDs	Majority Protein IDs	Protein Descriptions	Proteins	Peptides	Razor + unique Peptides	Unique Peptides	Peptides run01	Peptides run02	Peptides run03	Peptides run04	Peptides run05	Peptides run06	Razor + unique Peptides run01	Razor + unique Peptides run02	Razor + unique Peptides run03	Razor + unique Peptides run04	Razor + unique Peptides run05	Razor + unique Peptides run06	Unique Peptides run01	Unique Peptides run02	Unique Peptides run03	Unique Peptides run04	Unique Peptides run05	Unique Peptides run06	Sequence Coverage [%]	Mol. Weight [kDa]	Sequence Length	PEP	Sequence Coverage run01 [%]	Sequence Coverage run02 [%]	Sequence Coverage run03 [%]	Sequence Coverage run04 [%]	Sequence Coverage run05 [%]	Sequence Coverage run06 [%]	Intensity	Intensity run01	Intensity run02	Intensity run03	Intensity run04	Intensity run05	Intensity run06
902	YDR268W	YDR268W	>YDR268W MSW1 SGDID:S000002676, Chr IV from 1004004-1005143, Verified ORF, Mitochondrial tryptophanyl-tRNA synthetase	1	8	8	8	7	8	7	6	5	5	7	8	7	6	5	5	7	8	7	6	5	5	27.2	43.015	379	6.08E-39	22.4	27.2	22.4	17.4	16.1	15.6	2121300000	280690000	482560000	278170000	301200000	376300000	402330000
903	YDR272W	YDR272W	>YDR272W GLO2 SGDID:S000002680, Chr IV from 1009010-1009834, Verified ORF, Cytoplasmic glyoxalase II, catalyzes the hydrolysis of S-D-lactoylglutathione into glutathione and D-lactate	1	10	10	10	9	7	8	10	8	9	9	7	8	10	8	9	9	7	8	10	8	9	50	31.326	274	4.29E-90	43.4	31.4	40.1	50	40.1	46	13205000000	1612200000	1864200000	1988800000	2313600000	2212800000	3213600000
904	YDR279W	YDR279W	>YDR279W RNH202 SGDID:S000002687, Chr IV from 1019368-1020420, Verified ORF, Ribonuclease H2 subunit, required for RNase H2 activity; related to human AGS2 that causes Aicardi-Goutieres syndrome	1	7	7	7	6	6	6	7	5	5	6	6	6	7	5	5	6	6	6	7	5	5	30.3	39.483	350	6.98E-74	26.9	26.9	24	30.3	22.3	22.3	4282800000	514440000	606290000	581550000	739840000	830930000	1009800000
905	YDR280W	YDR280W	>YDR280W RRP45 SGDID:S000002688, Chr IV from 1020747-1021664, Verified ORF, Exosome non-catalytic core component; involved in 3-5 RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hRrp4	1	10	10	10	8	8	8	7	9	8	8	8	8	7	9	8	8	8	8	7	9	8	40.7	33.962	305	8.70E-91	31.5	30.8	30.8	28.2	37.4	31.5	6033500000	586500000	899730000	814440000	816190000	1154500000	1762100000
906	YDR282C	YDR282C	>YDR282C YDR282C SGDID:S000002690, Chr IV from 1024755-1023511, reverse complement, Uncharacterized ORF, Putative protein of unknown function	1	3	3	3	1	1	1	0	2	1	1	1	1	0	2	1	1	1	1	0	2	1	11.1	47.172	414	5.95E-15	2.4	2.4	2.4	0	8.7	2.4	110010000	6415800	29259000	9629200	NA	26261000	38440000
907	YDR283C	YDR283C	>YDR283C GCN2 SGDID:S000002691, Chr IV from 1030049-1025070, reverse complement, Verified ORF, Protein kinase, phosphorylates the alpha-subunit of translation initiation factor eIF2 (Sui2p) in response to starvation; activated by uncharged tRNAs and the G	1	11	11	10	11	8	7	5	7	7	11	8	7	5	7	7	10	7	6	5	6	6	7.9	190.19	1659	4.81E-52	7.9	5.9	4.6	3.4	4.8	5.3	1831700000	287060000	257600000	262940000	230550000	377280000	416280000
908	YDR284C	YDR284C	>YDR284C DPP1 SGDID:S000002692, Chr IV from 1031419-1030550, reverse complement, Verified ORF, Diacylglycerol pyrophosphate (DGPP) phosphatase, zinc-regulated vacuolar membrane-associated lipid phosphatase, dephosphorylates DGPP to phosphatidate (PA) and 	1	3	3	3	2	3	3	3	3	3	2	3	3	3	3	3	2	3	3	3	3	3	7.6	33.514	289	2.90E-05	4.8	7.6	7.6	7.6	7.6	7.6	1836600000	125380000	354780000	301000000	335580000	264890000	454970000
909	YDR286C	YDR286C	>YDR286C YDR286C SGDID:S000002694, Chr IV from 1035575-1035231, reverse complement, Uncharacterized ORF, Putative protein of unknown function; predicted to have thiol-disulfide oxidoreductase active site	1	4	4	4	3	3	3	4	4	3	3	3	3	4	4	3	3	3	3	4	4	3	40.4	13.421	114	1.80E-14	28.9	31.6	31.6	40.4	40.4	31.6	1311800000	166510000	189040000	283310000	207910000	306020000	158970000
910	YDR287W	YDR287W	>YDR287W INM2 SGDID:S000002695, Chr IV from 1035995-1036873, Verified ORF, Inositol monophosphatase, involved in biosynthesis of inositol; enzymatic activity requires magnesium ions and is inhibited by lithium and sodium ions; inm1 inm2 double mutant lack	1	6	6	6	4	3	2	2	4	3	4	3	2	2	4	3	4	3	2	2	4	3	25	32.092	292	4.25E-26	13.4	15.4	8.2	6.2	19.9	15.4	1654700000	115850000	338730000	151400000	185990000	553030000	309750000
911	YDR288W	YDR288W	>YDR288W NSE3 SGDID:S000002696, Chr IV from 1037195-1038106, Verified ORF, Essential subunit of the Mms21-Smc5-Smc6 complex; protein of unknown function; required for DNA repair and growth	1	7	7	7	2	5	5	4	5	4	2	5	5	4	5	4	2	5	5	4	5	4	22.4	33.964	303	4.12E-35	5.9	14.5	15.8	13.9	17.2	13.5	1587600000	126500000	244800000	284950000	166890000	292050000	472450000
912	YDR289C	YDR289C	>YDR289C RTT103 SGDID:S000002697, Chr IV from 1039509-1038280, reverse complement, Verified ORF, Protein that interacts with exonuclease Rat1p and Rai1p and plays a role in transcription termination by RNA polymerase II, has an RPR domain (carboxy-termina	1	15	15	15	14	13	14	13	12	13	14	13	14	13	12	13	14	13	14	13	12	13	43	46.488	409	9.85E-192	40.3	36.7	40.8	37.9	34.5	38.4	6262200000	672060000	991290000	1083500000	824220000	1064600000	1626500000
913	YDR291W	YDR291W	>YDR291W HRQ1 SGDID:S000002699, Chr IV from 1039728-1042961, Uncharacterized ORF, Putative RecQ helicase; belongs to the widely conserved RecQ family of proteins which are involved in maintaining genomic integrity; similar to the human RecQ4p implicated i	1	6	6	6	4	5	2	2	5	3	4	5	2	2	5	3	4	5	2	2	5	3	6.5	123.55	1077	9.26E-07	4.5	5.5	3	1.9	4.5	3.7	280670000	35610000	52025000	13677000	12408000	104510000	62436000
914	YDR292C;REV__YOR259C	YDR292C	>YDR292C SRP101 SGDID:S000002700, Chr IV from 1045011-1043146, reverse complement, Verified ORF, Signal recognition particle (SRP) receptor alpha subunit; contain GTPase domains; involved in SRP-dependent protein targeting; interacts with the beta subunit	2	25	25	25	18	21	19	19	20	24	18	21	19	19	20	24	18	21	19	19	20	24	55.9	69.277	621	3.08E-265	44.1	49.1	41.2	42.7	47.3	54.9	14110000000	1753500000	2478600000	2426700000	1974100000	2383400000	3093700000
915	YDR293C	YDR293C	>YDR293C SSD1 SGDID:S000002701, Chr IV from 1049392-1045640, reverse complement, Verified ORF, RNA-binding protein with a role in maintenance of cellular integrity, interacts with components of the TOR pathway; ssd1 mutant of a clinical S. cerevisiae stra	1	9	9	9	7	7	8	7	8	5	7	7	8	7	8	5	7	7	8	7	8	5	8.8	139.95	1250	1.32E-116	6.2	7.5	6.9	6.2	6.9	4	2681500000	262950000	443670000	483900000	326620000	537720000	626610000
916	YDR294C	YDR294C	>YDR294C DPL1 SGDID:S000002702, Chr IV from 1052228-1050459, reverse complement, Verified ORF, Dihydrosphingosine phosphate lyase, regulates intracellular levels of sphingolipid long-chain base phosphates (LCBPs), degrades phosphorylated long chain bases,	1	14	14	14	12	11	11	13	11	12	12	11	11	13	11	12	12	11	11	13	11	12	33.1	65.565	589	9.00E-131	26.8	25.8	25	28.7	23.9	26.7	10883000000	1194300000	2193800000	2230700000	1458600000	1765700000	2039900000
917	YDR295C	YDR295C	>YDR295C HDA2 SGDID:S000002703, Chr IV from 1054647-1052623, reverse complement, Verified ORF, Subunit of a possibly tetrameric trichostatin A-sensitive class II histone deacetylase complex containing an Hda1p homodimer and an Hda2p-Hda3p heterodimer; inv	1	16	16	16	11	9	13	11	14	14	11	9	13	11	14	14	11	9	13	11	14	14	28.6	77.058	674	4.26E-143	20.9	15.9	24.5	20	24.6	26.4	3485300000	344370000	604040000	587370000	477810000	721130000	750560000
918	YDR296W	YDR296W	>YDR296W MHR1 SGDID:S000002704, Chr IV from 1055212-1055892, Verified ORF, Protein involved in homologous recombination in mitochondria; required for recombination-dependent mtDNA partitioning; involved in stimulation of mitochondrial DNA replication in r	1	6	6	6	6	6	6	6	5	5	6	6	6	6	5	5	6	6	6	6	5	5	36.3	26.894	226	2.43E-51	36.3	36.3	36.3	36.3	31.9	28.8	5372200000	588990000	1227200000	782150000	802540000	762300000	1209000000
919	YDR297W	YDR297W	>YDR297W SUR2 SGDID:S000002705, Chr IV from 1056551-1057600, Verified ORF, Sphinganine C4-hydroxylase, catalyses the conversion of sphinganine to phytosphingosine in sphingolipid biosyntheis	1	7	7	7	6	7	6	5	7	6	6	7	6	5	7	6	6	7	6	5	7	6	18.6	40.734	349	2.41E-30	15.8	18.6	15.8	13.5	18.6	15.8	7980900000	551770000	1104200000	635500000	725330000	3082800000	1881200000
920	YDR298C;REV__YOR227W	YDR298C	>YDR298C ATP5 SGDID:S000002706, Chr IV from 1058814-1058176, reverse complement, Verified ORF, Subunit 5 of the stator stalk of mitochondrial F1F0 ATP synthase, which is an evolutionarily conserved enzyme complex required for ATP synthesis; homologous to 	2	13	13	13	11	11	12	11	12	12	11	11	12	11	12	12	11	11	12	11	12	12	75.5	22.814	212	0	67	67	72.6	60.4	69.8	63.2	92231000000	12017000000	19027000000	12742000000	15470000000	15752000000	17223000000
921	YDR299W	YDR299W	>YDR299W BFR2 SGDID:S000002707, Chr IV from 1059627-1061231, Verified ORF, Essential protein that is a component of 90S preribosomes; may be involved in rRNA processing; multicopy suppressor of sensitivity to Brefeldin A; expression is induced during lag 	1	21	21	21	19	17	20	20	16	19	19	17	20	20	16	19	19	17	20	20	16	19	48.9	61.202	534	1.14E-250	43.1	39.7	45.9	47.2	36.1	44.6	14261000000	2855700000	2717300000	2294100000	2160800000	1675400000	2558100000
922	YDR300C	YDR300C	>YDR300C PRO1 SGDID:S000002708, Chr IV from 1062791-1061505, reverse complement, Verified ORF, Gamma-glutamyl kinase, catalyzes the first step in proline biosynthesis	1	11	11	10	10	9	10	9	10	11	10	9	10	9	10	11	9	8	9	8	9	10	33.9	47.162	428	2.59E-144	30.1	27.1	30.1	27.1	30.1	33.9	14813000000	1824100000	2884000000	3072500000	1473400000	2413500000	3145500000
923	YDR301W	YDR301W	>YDR301W CFT1 SGDID:S000002709, Chr IV from 1063352-1067425, Verified ORF, RNA-binding subunit of the mRNA cleavage and polyadenylation factor; involved in poly(A) site recognition and required for both pre-mRNA cleavage and polyadenylation, 51% sequence 	1	15	15	15	12	7	10	10	10	8	12	7	10	10	10	8	12	7	10	10	10	8	13.6	153.4	1357	6.24E-77	11.1	7.1	9.1	8.2	9.4	7.7	2145800000	336160000	287050000	417560000	248250000	388000000	468740000
924	YDR302W	YDR302W	>YDR302W GPI11 SGDID:S000002710, Chr IV from 1067731-1068390, Verified ORF, ER membrane protein involved in a late step of glycosylphosphatidylinositol (GPI) anchor assembly; involved in the addition of phosphoethanolamine to the multiply mannosylated GPI	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	14.2	25.262	219	1.43E-10	14.2	14.2	14.2	14.2	14.2	14.2	1243600000	88533000	320980000	123780000	123440000	243450000	343430000
925	YDR303C	YDR303C	>YDR303C RSC3 SGDID:S000002711, Chr IV from 1071386-1068729, reverse complement, Verified ORF, Component of the RSC chromatin remodeling complex; essential gene required for maintenance of proper ploidy and regulation of ribosomal protein genes and the ce	1	23	23	23	20	18	20	18	19	13	20	18	20	18	19	13	20	18	20	18	19	13	30.7	101.72	885	1.82E-95	26	22	24.1	22	26.4	14.2	7308100000	1365900000	1010200000	1327200000	1028600000	1352400000	1223700000
926	YDR304C	YDR304C	>YDR304C CPR5 SGDID:S000002712, Chr IV from 1072557-1071880, reverse complement, Verified ORF, Peptidyl-prolyl cis-trans isomerase (cyclophilin) of the endoplasmic reticulum, catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline res	1	11	10	10	10	10	10	9	10	10	9	9	9	8	9	9	9	9	9	8	9	9	59.1	25.326	225	5.18E-210	53.8	53.8	53.8	44.9	50.2	50.2	13406000000	1724200000	2026300000	2286200000	2104400000	2734900000	2529500000
927	YDR305C	YDR305C	>YDR305C HNT2 SGDID:S000002713, Chr IV from 1073312-1072746,1073488-1073402, reverse complement, Verified ORF, Dinucleoside triphosphate hydrolase; has similarity to the tumor suppressor FHIT and belongs to the histidine triad (HIT) superfamily of nucleot	1	6	6	6	5	4	5	6	3	4	5	4	5	6	3	4	5	4	5	6	3	4	32.7	24.784	217	2.91E-59	28.6	23	28.6	32.7	13.4	16.1	2627300000	386990000	211760000	610430000	474140000	415070000	528940000
928	YDR306C	YDR306C	>YDR306C YDR306C SGDID:S000002714, Chr IV from 1075171-1073735, reverse complement, Uncharacterized ORF, F-box protein of unknown function; interacts with Sgt1p via a Leucine-Rich Repeat (LRR) domain	1	4	4	4	3	3	3	2	2	1	3	3	3	2	2	1	3	3	3	2	2	1	9.4	54.436	478	0.00010191	6.3	7.7	6.3	4.2	4.2	1.7	751010000	105650000	47549000	144950000	155320000	141060000	156480000
929	YDR307W	YDR307W	>YDR307W YDR307W SGDID:S000002715, Chr IV from 1075865-1077853, Uncharacterized ORF, Putative protein of unknown function	1	4	4	4	3	2	3	3	3	4	3	2	3	3	3	4	3	2	3	3	3	4	6.3	77.569	662	3.92E-09	5.4	4.4	5.4	5.4	5.4	6.3	705070000	93446000	73610000	90052000	144310000	148740000	154910000
930	YDR308C	YDR308C	>YDR308C SRB7 SGDID:S000002716, Chr IV from 1078449-1078027, reverse complement, Verified ORF, Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptio	1	4	4	4	1	1	1	2	2	2	1	1	1	2	2	2	1	1	1	2	2	2	35	16.071	140	2.67E-17	4.3	4.3	4.3	10	17.1	16.4	204950000	10857000	35983000	NA	NA	97392000	60719000
931	YDR310C	YDR310C	>YDR310C SUM1 SGDID:S000002718, Chr IV from 1084316-1081128, reverse complement, Verified ORF, Transcriptional repressor required for mitotic repression of middle sporulation-specific genes; also acts as general replication initiation factor; involved in 	1	20	20	19	14	14	16	13	19	15	14	14	16	13	19	15	13	14	15	13	18	15	27.5	118.2	1062	8.92E-224	21.8	18.2	22.4	18.2	26.7	20.5	4606000000	668740000	459480000	582480000	1073000000	876330000	945940000
932	YDR311W	YDR311W	>YDR311W TFB1 SGDID:S000002719, Chr IV from 1085065-1086993, Verified ORF, Subunit of TFIIH and nucleotide excision repair factor 3 complexes, required for nucleotide excision repair, target for transcriptional activators	1	17	17	17	11	12	15	10	12	12	11	12	15	10	12	12	11	12	15	10	12	12	27.7	72.894	642	6.87E-157	19.9	21	25.5	15.9	20.7	20.1	5016700000	615800000	920090000	862500000	551430000	911360000	1155500000
933	YDR312W	YDR312W	>YDR312W SSF2 SGDID:S000002720, Chr IV from 1087581-1088942, Verified ORF, Protein required for ribosomal large subunit maturation, functionally redundant with Ssf1p; member of the Brix family	1	12	5	5	10	9	10	10	11	11	4	4	4	4	5	5	4	4	4	4	5	5	28.5	51.855	453	3.24E-82	23.8	18.5	23.8	23.8	26.9	26.7	1505700000	101250000	394740000	139640000	148670000	341360000	380070000
934	YDR313C	YDR313C	>YDR313C PIB1 SGDID:S000002721, Chr IV from 1090079-1089219, reverse complement, Verified ORF, RING-type ubiquitin ligase of the endosomal and vacuolar membranes, binds phosphatidylinositol(3)-phosphate; contains a FYVE finger domain	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	3.8	32.675	286	4.61E-06	3.8	3.8	3.8	0	3.8	3.8	251130000	39801000	62599000	28215000	NA	26619000	93901000
935	YDR314C	YDR314C	>YDR314C RAD34 SGDID:S000002722, Chr IV from 1092511-1090433, reverse complement, Verified ORF, Protein involved in nucleotide excision repair (NER); homologous to RAD4	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	2	82.042	692	0.0086581	0	0	0	0	2	0	17144000	NA	NA	NA	NA	17144000	NA
936	YDR316W	YDR316W	>YDR316W OMS1 SGDID:S000002724, Chr IV from 1093763-1095178, Verified ORF, Protein integral to the mitochondrial membrane; has a conserved methyltransferase motif; multicopy suppressor of respiratory defects caused by OXA1 mutations	1	12	12	12	11	11	11	7	11	8	11	11	11	7	11	8	11	11	11	7	11	8	30.6	55.588	471	2.65E-109	26.1	26.1	26.1	18.3	26.8	21.7	8673100000	2640600000	1159800000	1284000000	969470000	1268200000	1351000000
937	YDR318W	YDR318W	>YDR318W MCM21 SGDID:S000002726, Chr IV from 1103758-1103809,1103893-1104947, Verified ORF, Protein involved in minichromosome maintenance; component of the COMA complex (Ctf19p, Okp1p, Mcm21p, Ame1p) that bridges kinetochore subunits that are in contact 	1	2	2	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	5.7	42.97	368	3.75E-06	4.1	4.1	5.7	4.1	4.1	4.1	107020000	18252000	19996000	22608000	10865000	17157000	18142000
938	YDR320C	YDR320C	>YDR320C SWA2 SGDID:S000002728, Chr IV from 1108101-1106095, reverse complement, Verified ORF, Auxilin-like protein involved in vesicular transport; clathrin-binding protein required for uncoating of clathrin-coated vesicles	1	12	12	12	8	8	7	6	7	4	8	8	7	6	7	4	8	8	7	6	7	4	25.3	75.019	668	9.51E-169	15.6	16.6	13.2	10	12.3	7.2	2411100000	318150000	353560000	317720000	484230000	423420000	514020000
939	YDR321W	YDR321W	>YDR321W ASP1 SGDID:S000002729, Chr IV from 1108702-1109847, Verified ORF, Cytosolic L-asparaginase, involved in asparagine catabolism	1	8	8	8	7	7	6	7	7	8	7	7	6	7	7	8	7	7	6	7	7	8	32.5	41.395	381	1.39E-139	25.2	25.2	22.3	30.2	25.2	32.5	21695000000	2278400000	4180700000	2317500000	1801300000	5122400000	5994900000
940	YDR322C-A	YDR322C-A	>YDR322C-A TIM11 SGDID:S000007255, Chr IV from 1112293-1112003, reverse complement, Verified ORF, Subunit e of mitochondrial F1F0-ATPase, which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; essential for the dimeric and o	1	5	5	5	4	4	3	5	5	4	4	4	3	5	5	4	4	4	3	5	5	4	55.2	10.875	96	2.01E-53	55.2	55.2	47.9	55.2	55.2	54.2	2439000000	151830000	473420000	340670000	390060000	801400000	281640000
941	YDR322W	YDR322W	>YDR322W MRPL35 SGDID:S000002730, Chr IV from 1110589-1111692, Verified ORF, Mitochondrial ribosomal protein of the large subunit	1	11	11	11	11	9	9	10	9	10	11	9	9	10	9	10	11	9	9	10	9	10	36.2	42.825	367	5.85E-106	36.2	32.7	29.2	30.8	29.2	30.8	8748000000	995220000	1484100000	1262000000	1368500000	1577800000	2060400000
942	YDR324C	YDR324C	>YDR324C UTP4 SGDID:S000002732, Chr IV from 1116763-1114433, reverse complement, Verified ORF, Subunit of U3-containing 90S preribosome and Small Subunit (SSU) processome complexes involved in production of 18S rRNA and assembly of small ribosomal subunit	1	16	16	16	13	15	14	12	13	16	13	15	14	12	13	16	13	15	14	12	13	16	26	87.8	776	2.49E-287	23.1	25	24.2	20.5	22.4	26	20180000000	2020400000	5090200000	2965100000	2398300000	2682000000	5024200000
943	YDR325W	YDR325W	>YDR325W YCG1 SGDID:S000002733, Chr IV from 1117126-1120233, Verified ORF, Subunit of the condensin complex; required for establishment and maintenance of chromosome condensation, chromosome segregation and chromatin binding of the condensin complex; requ	1	6	6	6	4	3	4	5	5	3	4	3	4	5	5	3	4	3	4	5	5	3	6.4	117.85	1035	3.19E-16	4.3	3.6	4.3	5.3	5.3	3.7	657850000	85070000	86282000	93836000	123950000	147280000	121430000
944	YDR326C	YDR326C	>YDR326C YSP2 SGDID:S000002734, Chr IV from 1124925-1120609, reverse complement, Verified ORF, Protein involved in programmed cell death; mutant shows resistance to cell death induced by amiodarone or intracellular acidification	1	15	15	15	8	8	12	5	9	9	8	8	12	5	9	9	8	8	12	5	9	9	12.7	160.58	1438	2.09E-84	6.9	7.2	10.3	4.3	7.4	7.3	2569800000	269750000	733840000	442830000	250270000	462300000	410800000
945	YDR328C	YDR328C	>YDR328C SKP1 SGDID:S000002736, Chr IV from 1126018-1125434, reverse complement, Verified ORF, Evolutionarily conserved kinetochore protein that is part of multiple protein complexes, including the SCF ubiquitin ligase complex, the CBF3 complex that binds	1	5	5	5	4	3	4	4	5	3	4	3	4	4	5	3	4	3	4	4	5	3	25.8	22.33	194	1.10E-25	19.1	21.1	21.1	25.3	25.8	21.1	5600800000	996790000	716710000	911990000	843720000	983730000	1147900000
946	YDR329C	YDR329C	>YDR329C PEX3 SGDID:S000002737, Chr IV from 1127595-1126270, reverse complement, Verified ORF, Peroxisomal membrane protein (PMP) required for proper localization and stability of PMPs; anchors peroxisome retention factor Inp1p at the peroxisomal membrane	1	4	4	4	4	4	4	3	2	3	4	4	4	3	2	3	4	4	4	3	2	3	9.5	50.675	441	1.24E-17	9.5	9.5	9.5	7.3	5	7.3	946740000	128280000	251090000	167530000	112530000	57833000	229480000
947	YDR330W	YDR330W	>YDR330W UBX5 SGDID:S000002738, Chr IV from 1127872-1129374, Verified ORF, UBX (ubiquitin regulatory X) domain-containing protein that interacts with Cdc48p	1	7	7	7	5	6	6	6	6	7	5	6	6	6	6	7	5	6	6	6	6	7	15.8	56.736	500	1.72E-54	11.8	14	13.6	13.6	14	15.8	2115800000	173980000	420240000	361490000	239590000	367080000	553430000
948	YDR333C	YDR333C	>YDR333C YDR333C SGDID:S000002741, Chr IV from 1135431-1133260, reverse complement, Uncharacterized ORF, Putative protein of unknown function	1	14	14	14	12	8	12	14	12	10	12	8	12	14	12	10	12	8	12	14	12	10	18	83.425	723	3.21E-31	16	11.2	15.6	18	16	14	7298700000	1045900000	814890000	1328700000	1322400000	1400000000	1386700000
949	YDR334W	YDR334W	>YDR334W SWR1 SGDID:S000002742, Chr IV from 1135932-1140476, Verified ORF, Swi2/Snf2-related ATPase that is the structural component of the SWR1 complex, which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A	1	10	10	10	5	2	6	3	6	5	5	2	6	3	6	5	5	2	6	3	6	5	7.1	174.53	1514	1.12E-37	3.9	1.3	3.9	2	4	3.7	388450000	72917000	26070000	123950000	62020000	54404000	49088000
950	YDR335W	YDR335W	>YDR335W MSN5 SGDID:S000002743, Chr IV from 1141168-1144842, Verified ORF, Karyopherin involved in nuclear import and export of proteins, including import of replication protein A and export of Swi6p, Far1p, and Pho4p; required for re-export of mature tRN	1	14	14	13	12	10	12	10	12	12	12	10	12	10	12	12	11	9	11	9	11	11	10.8	142.12	1224	1.36E-25	9.4	7.9	9.4	7.9	9.3	9.5	3240600000	440150000	428050000	515280000	553710000	581820000	721600000
951	YDR337W	YDR337W	>YDR337W MRPS28 SGDID:S000002745, Chr IV from 1146319-1147179, Verified ORF, Mitochondrial ribosomal protein of the small subunit	1	7	7	6	7	7	7	6	7	7	7	7	7	6	7	7	6	6	6	5	6	6	23.8	33.057	286	3.12E-27	23.8	23.8	23.8	20.6	23.8	23.8	14595000000	1665100000	2478500000	1913400000	2198000000	1786800000	4553300000
952	YDR339C	YDR339C	>YDR339C FCF1 SGDID:S000002747, Chr IV from 1150520-1149951, reverse complement, Verified ORF, Putative PINc domain nuclease required for early cleavages of 35S pre-rRNA and maturation of 18S rRNA; component of the SSU (small subunit) processome involved 	1	5	5	5	5	5	5	4	5	5	5	5	5	4	5	5	5	5	5	4	5	5	36.5	21.61	189	1.17E-27	36.5	36.5	36.5	28	36.5	36.5	4538800000	696830000	831480000	792910000	297490000	840840000	1079200000
953	YDR341C	YDR341C	>YDR341C YDR341C SGDID:S000002749, Chr IV from 1153626-1151803, reverse complement, Verified ORF, Arginyl-tRNA synthetase, proposed to be cytoplasmic but the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput stud	1	28	27	27	27	28	28	26	26	27	26	27	27	25	25	26	26	27	27	25	25	26	53.5	69.524	607	0	50.2	53.5	53.5	49.3	45.8	50.2	1.0735E+11	15898000000	21189000000	15631000000	14504000000	19032000000	21097000000
954	YDR342C;YDR343C	YDR342C;YDR343C	>YDR342C HXT7 SGDID:S000002750, Chr IV from 1155928-1154216, reverse complement, Verified ORF, High-affinity glucose transporter of the major facilitator superfamily, nearly identical to Hxt6p, expressed at high basal levels relative to other HXTs, expres	2	6	5	5	4	3	3	5	5	4	3	3	3	5	5	4	3	3	3	5	5	4	13.2	62.734	570	1.80E-104	8.1	6.3	6.7	11.8	11.8	10.7	4741600000	602500000	470680000	597250000	847300000	1031600000	1192200000
955	YDR345C	YDR345C	>YDR345C HXT3 SGDID:S000002753, Chr IV from 1164660-1162957, reverse complement, Verified ORF, Low affinity glucose transporter of the major facilitator superfamily, expression is induced in low or high glucose conditions	1	6	5	4	5	5	4	5	4	4	4	4	3	4	3	3	3	4	3	4	3	3	16.9	62.557	567	4.06E-275	13.6	15.5	12.2	15.5	12.2	12.2	5377200000	579040000	1056000000	798810000	951140000	965260000	1026900000
956	YDR346C	YDR346C	>YDR346C SVF1 SGDID:S000002754, Chr IV from 1168659-1167214, reverse complement, Verified ORF, Protein with a potential role in cell survival pathways, required for the diauxic growth shift; expression in mammalian cells increases survival under condition	1	16	16	16	14	13	13	14	13	13	14	13	13	14	13	13	14	13	13	14	13	13	39.5	54.367	481	1.25E-194	29.3	32.6	27	34.9	31.4	33.7	32321000000	4954100000	7226700000	4326600000	3296700000	6522900000	5994100000
957	YDR347W	YDR347W	>YDR347W MRP1 SGDID:S000002755, Chr IV from 1169178-1170143, Verified ORF, Mitochondrial ribosomal protein of the small subunit; MRP1 exhibits genetic interactions with PET122, encoding a COX3-specific translational activator, and with PET123, encoding a 	1	12	12	12	10	9	10	11	11	10	10	9	10	11	11	10	10	9	10	11	11	10	39.9	36.728	321	5.94E-154	34.6	29.6	34.6	35.8	38	34.6	13046000000	1581000000	1950900000	2467500000	1791800000	2215800000	3039000000
958	YDR348C	YDR348C	>YDR348C YDR348C SGDID:S000002756, Chr IV from 1171825-1170326, reverse complement, Uncharacterized ORF, Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and bud neck; potential Cdc28p substrate	1	7	7	6	6	5	6	6	5	5	6	5	6	6	5	5	5	5	5	6	4	5	25.3	54.995	499	9.17E-148	23.2	21.8	23.2	23.8	16.8	17.4	4483800000	535910000	787920000	777220000	511600000	802620000	1068600000
959	YDR351W	YDR351W	>YDR351W SBE2 SGDID:S000002759, Chr IV from 1178666-1181260, Verified ORF, Protein involved in the transport of cell wall components from the Golgi to the cell surface; required for bud growth	1	6	6	6	1	1	5	4	3	3	1	1	5	4	3	3	1	1	5	4	3	3	8.1	98.97	864	1.54E-11	1.2	1.2	6.2	5.6	3.2	3.9	420390000	20066000	50342000	70951000	64571000	62068000	152390000
960	YDR353W	YDR353W	>YDR353W TRR1 SGDID:S000002761, Chr IV from 1183299-1184258, Verified ORF, Cytoplasmic thioredoxin reductase, key regulatory enzyme that determines the redox state of the thioredoxin system, which acts as a disulfide reductase system and protects cells ag	1	17	17	15	17	17	17	16	17	17	17	17	17	16	17	17	15	15	15	14	15	15	76.5	34.238	319	0	76.5	76.5	76.5	69.3	76.5	76.5	88268000000	11588000000	15638000000	14643000000	10917000000	14843000000	20639000000
